english,Word,label
4738,rajya,hi
4742,bola,hi
4745,expect,en
4746,greater,en
4747,things,en
4751,gurmeetramrahims,en
4752,account,en
4755,withheld,en
4758,response,en
4761,legal,en
4763,learn,en
4769,byah,hi
4772,paas,hi
4773,miley,hi
4783,dikhate,hi
4784,huye,hi
4785,sirpareshrawal,en
4787,jahan,hi
4790,behtareen,hi
4792,adbhut,hi
4794,hon,hi
4802,sakta,hi
4804,praveenraou,en
4805,karnataka,hi
4806,rathotsava,en
4808,badami,hi
4811,ghanti,hi
4812,arti,hi
4814,thali,hi
4815,nadi,hi
4817,kinare,hi
4818,suraj,hi
4820,lali,hi
4823,khushiyo,hi
4825,bahar,hi
4830,kudos,en
4832,keep,en
4837,bigontop,en
4839,cricbellz,en
4840,manzoor,en
4842,confusing,en
4844,hell,en
4847,inzi,en
4849,aesyy,en
4852,wajh,hi
4856,zindaa,hi
4864,kullad,en
4867,jyotish,en
4875,msghumanitycamps,en
4885,didnt,en
4886,kill,en
4894,postgraduate,en
4895,global,en
4896,warming,en
4898,exist,en
4901,jaya,hi
4902,bachchan,hi
4904,disqualified,en
4906,rajyasabha,hi
4910,resign,en
4912,several,en
4913,posts,en
4922,bhaiyon,hi
4930,gaana,hi
4934,kejritrolls,en
4941,likhne,hi
4944,syllabus,hi
4947,sawaal,hi
4950,ans,hi
4952,paaoge,hi
4962,typerioter,en
4968,holy,en
4975,credit,en
4977,ambedkar,hi
4987,travel,en
4990,kapoormaahi,hi
4994,majak,hi
4998,gareeb,hi
5000,sei,hi
5002,layega,hi
5005,toe,hi
5007,loot,hi
5009,thei,hi
5012,padmashree,en
5015,ambassadors,en
5019,tourism,en
5024,vachan,hi
5030,mithun,en
5031,daa,hi
5041,mylifeasadesi,en
5042,robbinsville,en
5043,akshardham,hi
5048,yyoungdesi,en
5049,they,en
5056,uski,hi
5060,feeya,en
5061,shadoli,hi
5063,dinga,hi
5064,naak,hi
5067,hoodnay,hi
5069,dill,hi
5072,zaa,hi
5073,kanimozhi,hi
5074,khushsundar,hi
5075,kapilkausik,hi
5077,sundae,en
5078,pity,en
5082,saurabhraaj,hi
5097,hamain,hi
5099,iman,hi
5100,naseeb,hi
5101,ameen,en
5103,raja,hi
5104,sree,hi
5111,pukarne,hi
5113,dharti,hi
5115,janm,hi
5118,un,hi
5121,charno,hi
5123,mastak,hi
5124,nabhata,hi
5127,ashokaroad,en
5128,lady,en
5129,sitting,en
5132,satish,en
5133,upadhyay,en
5135,sisterinlaw,en
5138,media,hi
5143,soft,en
5149,putting,en
5152,touches,en
5156,warispathan,hi
5157,mim,en
5159,waris,en
5160,pathan,en
5162,imtiyaz,en
5163,jaleel,en
5166,met,en
5168,newly,en
5170,mumbai,en
5172,commissioner,en
5173,ahmed,en
5175,ermki,en
5180,meditation,en
5181,taught,en
5186,gold,en
5188,international,en
5191,dhaniya,hi
5196,choo,hi
5199,desiobsession,en
5200,bajirao,hi
5201,mastani,hi
5218,khushi,hi
5221,sridevi,en
5227,chudiya,hi
5233,nau,hi
5234,chutiya,hi
5237,bhola,hi
5242,shivling,en
5243,maid,en
5246,shivala,hi
5247,bagh,hi
5248,bhayian,hi
5250,ohh,en
5254,sfai,hi
5255,abhiyan,hi
5256,plantsion,en
5257,briliint,en
5266,amit,en
5269,tuesday,en
5272,mangalkamnayen,hi
5277,sabko,hi
5281,eveyone,en
5282,shivaye,hi
5285,footiya,en
5286,daud,hi
5293,jaldi,hi
5294,pahuchti,hi
5298,mind,en
5302,fledged,en
5303,university,en
5311,ips,en
5312,officer,en
5313,archana,hi
5314,appointed,en
5316,muvyz,en
5317,saurabhturakhia,hi
5318,thekkapoor,hi
5319,ayushmehta,hi
5320,efsenarocks,en
5321,chalo,hi
5322,correction,en
5328,saktiman,hi
5330,oops,en
5331,rahulg,en
5333,anna,hi
5336,fitoor,en
5340,roy,en
5341,kapur,hi
5350,kholi,hi
5354,retirement,en
5363,shikhar,hi
5367,zeenewshindi,en
5371,made,en
5373,sabha,hi
5374,member,en
5379,offered,en
5383,promises,en
5385,raise,hi
5391,feliz,en
5396,comments,en
5402,beef,en
5404,daaru,hi
5406,porn,en
5414,tumhaare,hi
5416,saurabhraajjain,hi
5423,shubhkamnayeein,hi
5426,mutp,en
5427,iii,en
5428,includes,en
5431,pavnel,en
5432,doubling,en
5433,kalwa,hi
5434,link,en
5435,quadrapling,en
5436,nend,en
5442,saali,hi
5444,notthatremesh,en
5445,hldng,en
5446,hands,en
5448,sadanadan,en
5450,victim,en
5452,leftistterror,en
5455,hs,en
5456,legs,en
5457,wr,en
5458,chopped,en
5460,bycpm,en
5463,bbsrbuzz,en
5473,leading,en
5476,votes,en
5478,prof,en
5479,jagdish,hi
5480,mukhi,hi
5487,kartik,hi
5489,bharucha,hi
5490,morey,en
5491,saiyaan,hi
5494,hd,en
5497,roots,en
5501,ankurgee,en
5502,realistic,en
5503,positive,en
5505,progressive,en
5506,inclusive,en
5510,missing,en
5511,murali,en
5512,vijay,en
5513,itz,en
5515,namo,hi
5517,pataye,hi
5520,utkarshnaithani,hi
5525,brothers,en
5526,sisters,en
5540,mothers,en
5544,unclaimed,en
5551,exams,en
5556,shaadi,hi
5557,kardenge,hi
5559,preparations,en
5564,reception,en
5566,dress,en
5567,luckyreyy,en
5569,sai,hi
5573,pehli,hi
5574,dfa,hi
5575,teenday,hi
5576,khaye,hi
5577,bara,hi
5579,mza,hi
5580,aya,hi
5581,yaayy,hi
5586,shuru,hi
5595,semperfiunited,en
5602,samjhaunga,hi
5608,munda,hi
5612,daredevils,en
5617,galat,hi
5619,art,en
5624,baccho,hi
5626,kasam,hi
5628,kanhaiyakumar,hi
5633,scvaid,en
5634,ndpaatil,en
5635,poothegr,en
5636,saikarun,hi
5638,somvar,en
5642,suspends,en
5644,harinder,en
5646,khalsa,hi
5651,antiparty,en
5652,activities,en
5654,nationalistnamo,en
5657,highlights,en
5661,elderlysenior,en
5667,twinkle,en
5670,mrx,en
5674,alltimebakchod,hi
5676,negi,hi
5678,itne,hi
5679,paise,hi
5681,dekhkar,hi
5682,mile,hi
5683,personality,en
5684,duminy,en
5690,clubsporium,en
5696,sare,hi
5698,spam,en
5703,jisko,hi
5704,problem,en
5707,jake,hi
5709,bhains,hi
5710,charaye,hi
5711,justkidding,en
5722,hastag,en
5723,immediately,en
5724,msgincinemas,en
5729,airnewsalerts,en
5731,faqs,en
5734,procedure,en
5736,approval,en
5741,pa,hi
5745,kailashavasi,hi
5746,native,en
5748,kailasha,hi
5751,misogyny,en
5754,bangali,hi
5757,izat,hi
5758,bchao,hi
5759,support,en
5763,hny,en
5764,py,hi
5765,shor,hi
5766,macha,hi
5767,ray,hi
5771,presidentmukherjee,en
5772,conferred,en
5777,tweetzaade,hi
5778,pratyusha,hi
5783,karwane,hi
5784,padenge,hi
5786,jaa,hi
5794,brownie,en
5798,baap,hi
5802,glorious,en
5803,past,en
5805,bare,hi
5808,bataya,hi
5810,ismein,hi
5813,karoor,hi
5815,shahzad,hi
5817,sy,en
5818,guzarish,hi
5820,aj,hi
5821,izzat,hi
5824,wasta,hi
5827,satyamev,en
5828,jayte,hi
5833,gov,en
5838,bodies,en
5840,polictian,en
5843,rkhe,hi
5847,medal,hi
5849,skte,hi
5853,uz,en
5854,zamen,en
5858,val,hi
5861,vegetables,en
5862,fruits,en
5863,garden,en
5873,kamate,hi
5874,honxt,en
5875,twt,en
5876,muje,hi
5881,nawabi,hi
5882,shok,hi
5884,doubt,en
5889,shoot,en
5890,promo,en
5897,trollkejri,en
5900,maang,hi
5903,malicious,en
5904,campaign,en
5908,complete,en
5909,lies,en
5911,name,en
5912,heres,en
5914,truthsatyamevajayate,hi
5917,broken,en
5921,shoulder,en
5922,overnight,en
5925,recovery,en
5926,lep,hi
5927,lagaye,hi
5931,dhanawade,hi
5936,runawade,hi
5938,taking,en
5942,absurd,en
5943,chhutti,hi
5954,ranbirkuniverse,en
5956,pictures,en
5959,deepika,en
5960,padukone,en
5965,tamasha,hi
5968,haiii,hi
5969,paaajii,hi
5970,khudkoo,hi
5971,bachaaa,hi
5972,bolkeee,hi
5973,bacheee,hi
5975,jaaaan,hi
5977,raheee,hi
5979,appp,hi
5986,ceat,en
5987,tyre,en
5991,potty,en
5994,jaayein,hi
5995,usually,en
5997,haathon,hi
6000,dhote,hi
6003,gaand,hi
6007,baithoge,hi
6016,nawaz,hi
6020,bheji,hi
6026,mazaak,hi
6028,bhaksala,hi
6029,lagta,hi
6043,caring,en
6046,mushfiqur,en
6047,rahim,en
6049,happyyyyy,en
6051,naibuthuthu,en
6052,bridge,en
6055,consultant,en
6056,aki,hi
6058,fathimath,en
6060,ge,hi
6061,kokku,hi
6062,ismail,en
6064,thayyib,hi
6065,dyingregime,en
6067,batein,hi
6068,choclate,hi
6070,daba,hi
6071,gift,en
6074,samjhae,hi
6081,sumit,en
6082,sambhal,hi
6093,garam,hi
6094,khoon,hi
6103,lamba,hi
6109,entire,en
6110,political,en
6111,science,en
6112,yuvaitv,en
6113,debottlenecking,en
6114,traffic,en
6115,facility,en
6119,allocated,en
6127,wrat,hi
6134,kiske,hi
6136,rakha,hi
6141,biggest,en
6152,quitter,en
6153,ganda,hi
6155,addict,en
6159,deactivate,en
6160,karunga,hi
6161,yours,en
6162,sincerely,en
6163,desi,hi
6164,lcfc,en
6165,fairytale,en
6166,deserved,en
6168,bit,en
6172,champions,en
6178,karun,hi
6185,indoritweets,en
6186,poonam,en
6187,pande,en
6191,eve,en
6194,omkareshwar,hi
6197,ashramsewateam,en
6198,sumitsambhallega,hi
6199,das,hi
6200,plays,en
6203,everybody,en
6204,loves,en
6205,raymond,en
6209,saadbinnaeem,hi
6212,aapa,hi
6216,saare,hi
6219,bleach,en
6221,karahi,hi
6223,daal,hi
6224,den,hi
6227,todte,en
6232,fly,en
6234,morocco,en
6235,separately,en
6239,believed,en
6242,boarde,en
6246,itisprashanth,en
6247,theri,en
6250,coimbatore,en
6253,trichy,en
6254,distributor,en
6259,thu,hi
6260,im,en
6262,meena,hi
6263,bazaar,hi
6269,aadiguru,hi
6270,sadiyon,hi
6281,lungfakeer,en
6282,meanwhile,en
6284,tidies,en
6286,bed,en
6287,smiling,en
6288,great,en
6289,start,en
6292,weekend,en
6297,increase,en
6299,railwayminister,en
6300,pitches,en
6304,swachh,hi
6305,bharat,hi
6307,imdpk,en
6308,afzal,en
6310,sharminda,hi
6313,harane,hi
6321,confirms,en
6323,intikhab,hi
6324,alam,hi
6329,manager,en
6331,tour,en
6333,england,en
6336,dineshghodke,hi
6338,marathi,hi
6339,translates,en
6341,then,en
6343,question,en
6344,arises,en
6345,kaay,hi
6348,marvels,en
6349,civilwartrailer,en
6351,sec,en
6352,spiderman,en
6353,adhurssssssss,en
6354,spidey,en
6356,civilwar,en
6357,chaluuu,en
6362,nalayak,hi
6365,honge,hi
6367,gaaliyan,hi
6369,khayenge,hi
6371,hanging,en
6372,pillar,en
6374,lepakshi,en
6385,finishes,en
6387,game,en
6389,realized,en
6390,their,en
6392,value,en
6394,secularism,en
6396,replace,hi
6400,kareena,hi
6404,l,en
6406,wapsi,hi
6409,cheeze,hi
6411,zaroor,hi
6414,kisine,hi
6416,nahin,hi
6417,bhooton,hi
6420,sacha,hi
6428,forgot,en
6429,sreesanth,en
6438,fodenge,en
6442,abhishekam,hi
6444,presence,en
6446,gurudev,en
6448,gurupaduka,en
6451,msgappeals,en
6456,taker,hi
6458,paa,hi
6459,hats,en
6460,off,en
6463,teachings,en
6465,justiceornab,en
6468,mamata,hi
6470,azam,en
6473,jayalalitha,hi
6477,ap,hi
6481,abuse,en
6483,because,en
6487,maaf,hi
6488,kardo,hi
6491,ana,hi
6494,jiju,hi
6498,italy,en
6501,business,en
6502,set,hi
6503,karva,hi
6504,lijiye,hi
6505,try,en
6506,something,en
6510,maney,en
6511,jer,hi
6512,pachaav,hi
6515,ane,hi
6516,amrut,en
6517,va,hi
6521,greetings,en
6525,shareefboy,en
6528,happening,en
6529,shweta,hi
6532,poocho,hi
6533,caught,en
6535,clicked,en
6537,rehearse,en
6540,jagga,hi
6541,jasoos,en
6543,number,en
6545,indiahistorypic,en
6546,garbhagriha,hi
6548,ancient,en
6550,jyotirlinga,en
6556,manate,hi
6558,simple,en
6559,kyo,hi
6572,hamla,hi
6573,dead,en
6577,road,en
6578,jamana,hi
6579,chod,hi
6581,hu,hi
6583,gurruchoudhary,en
6584,thanx,en
6587,lostboy,en
6588,ankitfearless,en
6590,vipul,en
6592,pagal,hi
6596,maha,hi
6597,shivavye,en
6598,saying,en
6599,sholay,en
6603,hasansafin,en
6604,disgusting,en
6605,vitthal,en
6606,radadiya,en
6609,kicks,en
6618,deals,en
6620,repackaged,en
6622,sudharne,hi
6625,aaye,hi
6628,fellow,en
6630,thirunal,en
6643,mukth,en
6646,paratha,hi
6647,kha,hi
6649,re,hi
6650,tea,en
6652,khaanakhaaya,hi
6653,haha,hi
6654,shukriya,hi
6658,isliye,hi
6660,kyuki,hi
6664,takkar,hi
6668,khada,hi
6671,rehne,hi
6675,labors,en
6677,subah,hi
6678,uth,hi
6681,cricketndtv,en
6683,dwayne,en
6686,indulging,en
6689,banter,en
6694,each,en
6696,indvswi,en
6697,moscow,en
6698,needs,en
6699,judicial,en
6700,guarantees,en
6702,missile,en
6703,system,en
6705,asia,en
6708,target,en
6709,russia,en
6710,fm,en
6716,gher,hi
6723,aashishkhetan,hi
6725,addressing,en
6727,kisan,hi
6728,dialouge,en
6732,plants,en
6733,lgana,hi
6735,iski,hi
6736,lgane,hi
6738,prenna,hi
6742,economy,en
6747,postcard,en
6753,knowledge,en
6755,size,en
6761,dadasaheb,hi
6762,phalke,hi
6763,award,en
6767,actor,en
6768,critics,en
6769,choice,en
6773,portrayal,en
6775,professor,en
6778,bjymlck,en
6785,hinjewadi,hi
6791,d,en
6792,kind,en
6794,mayhem,en
6795,dis,en
6796,local,en
6797,gaonwalas,en
6798,hve,en
6799,sprd,en
6804,namay,en
6805,shivay,en
6806,pray,en
6810,umy,en
6811,icon,en
6816,modiexpress,en
6819,girishlht,en
6820,kejaru,hi
6822,aahab,hi
6824,paisa,hi
6827,mang,hi
6830,aapne,hi
6832,taxes,hi
6833,badhaye,hi
6842,slaughtering,en
6843,cattles,en
6850,stop,en
6851,cow,en
6860,hilla,en
6865,drugs,en
6866,nailainayat,hi
6868,tooo,hi
6873,hmesha,hi
6874,mehnt,hi
6880,hk,hi
6884,khao,hi
6887,vadodarahistory,en
6888,timelapse,en
6891,sursagar,hi
6895,kothi,hi
6896,yr,hi
6897,tez,hi
6900,blooddonorsin,en
6902,blood,en
6903,urgently,en
6905,citizens,en
6907,serlingampally,en
6908,call,en
6915,committment,en
6920,yha,hi
6927,thhe,hi
6937,entry,en
6943,runout,en
6945,jaanch,hi
6946,karwaengey,hi
6949,baccha,hi
6954,thore,hi
6964,gayab,hi
6966,speed,en
6968,implementing,en
6969,policies,en
6973,bullet,en
6975,japanese,hi
6976,abe,hi
6980,holiday,en
6981,sale,en
6982,french,en
6983,locket,en
6985,eiffel,en
6986,tower,en
6987,necklace,en
6989,coral,en
6990,teardrop,en
6992,pearl,en
6993,share,en
6994,meninbluedvotee,en
6995,aakankshacharu,hi
6996,rathore,en
7001,kyaukhaadlega,hi
7002,dutt,en
7005,quietly,en
7006,humming,en
7009,iplopeningceremony,en
7012,prayer,en
7014,mahakal,hi
7021,khelna,hi
7023,mom,en
7025,tumhare,hi
7028,khelneke,hi
7031,yaay,hi
7032,roses,en
7037,youngest,en
7038,nephew,en
7041,chota,hi
7043,kalloori,hi
7044,tipsguidance,en
7048,career,en
7049,planning,en
7054,juuism,en
7059,launda,hi
7060,aapka,hi
7066,camping,en
7071,unke,hi
7072,kripa,hi
7073,ish,en
7076,hamari,hi
7079,banaye,hi
7086,kamna,hi
7087,badhye,hi
7097,teaser,en
7107,kept,en
7109,own,en
7115,right,en
7118,want,en
7120,play,en
7121,dirty,en
7122,polit,en
7123,sports,en
7130,inform,en
7131,kare,hi
7135,react,en
7136,karoge,hi
7138,sari,hi
7139,ghaas,hi
7140,sookh,hi
7143,kitney,hi
7144,bechain,hi
7151,mildlyclassic,en
7158,stuart,en
7159,binny,en
7163,husband,hi
7164,yahaa,hi
7169,lesson,en
7170,jindagi,hi
7172,seekha,hi
7175,aloha,hi
7176,whats,en
7178,secret,en
7179,behind,en
7181,beautiful,en
7182,aakriti,hi
7198,kehta,hi
7201,rukta,hi
7203,sadko,hi
7212,mrophiophagus,en
7214,wud,en
7217,sponser,en
7220,patak,hi
7222,gari,hi
7223,yuhi,hi
7224,kat,hi
7225,jaayega,hi
7226,safar,hi
7231,manzil,hi
7232,aayegi,hi
7233,nazar,hi
7235,tweetne,hi
7238,raahi,hi
7245,jaega,hi
7247,score,en
7248,gamemaarichhe,hi
7251,kenny,en
7252,bates,en
7253,action,en
7254,producer,en
7256,nirav,en
7258,dop,en
7260,vindugoel,en
7261,burnol,en
7263,inko,hi
7265,indiafinger,en
7267,bud,en
7268,meko,hi
7271,madam,hi
7273,phaltu,hi
7276,likhna,hi
7280,bhari,hi
7281,words,en
7283,milre,en
7286,msdhoni,hi
7287,aadiacharya,hi
7289,bakwas,hi
7290,sunn,hi
7292,headache,hi
7295,majburi,hi
7298,commentary,en
7305,funnytruth,en
7307,reduce,en
7309,swelling,en
7311,irritation,en
7313,mosquito,en
7314,bites,en
7316,help,en
7318,nicotine,en
7319,withdrawal,en
7321,ndtvprofit,en
7322,rbi,en
7323,governor,en
7324,warns,en
7327,fastestgrowing,en
7328,tag,en
7332,bhot,hi
7333,yaad,hi
7335,rhi,hi
7338,kaash,hi
7344,wha,hi
7348,jinx,en
7351,censor,en
7352,board,en
7353,revamp,en
7354,shyam,en
7355,benegal,en
7359,nehru,en
7363,enough,en
7365,retributions,en
7367,amma,en
7368,runs,en
7371,kitchens,en
7373,controlling,en
7375,tickets,en
7376,increasingly,en
7377,copied,en
7379,rich,en
7386,subhkamanaye,hi
7392,cast,en
7393,lakshmi,hi
7394,menon,en
7395,editor,en
7396,cinemainmygenes,en
7397,dine,hi
7400,same,en
7403,raaj,hi
7409,psmithson,en
7410,dude,en
7416,rona,hi
7427,bigprintkarthik,en
7429,pvppictures,en
7433,motivationalquote,en
7437,timeline,en
7443,idontwantit,en
7449,durghatna,hi
7451,khabar,hi
7452,sunke,hi
7455,dukh,hi
7458,agni,hi
7459,pralaya,hi
7461,jinke,hi
7462,pran,hi
7463,cont,en
7465,congrats,en
7471,patakhe,hi
7472,phodega,hi
7481,trend,en
7483,febwitharnab,hi
7488,itnlive,en
7491,domestic,en
7492,sewage,en
7494,yamuna,hi
7506,rahoge,hi
7518,programme,en
7522,tweetsnow,en
7523,sportstweets,en
7524,darbari,hi
7525,pervez,en
7526,rasheed,en
7527,tried,en
7529,level,en
7530,best,en
7532,defend,en
7533,sharief,en
7537,nation,en
7542,ma,hi
7543,bhejo,hi
7544,ga,hi
7545,esi,hi
7546,piyari,hi
7547,andorid,en
7549,mobile,en
7550,choti,hi
7553,tumara,hi
7556,pechay,hi
7557,lattoo,hi
7560,gaa,hi
7561,baywatch,hi
7562,avatar,hi
7565,big,en
7566,yayyyy,en
7571,stunning,en
7573,sardaar,hi
7577,pawan,hi
7578,kalyan,hi
7580,te,hi
7584,faller,en
7586,ppl,en
7588,succesful,en
7589,bidder,en
7591,kingfisher,en
7592,brand,en
7595,carry,en
7599,created,en
7600,around,en
7601,mallaya,en
7604,stinsondesi,en
7605,jokero,en
7607,naukri,hi
7609,kallu,hi
7610,questiontoself,en
7612,chali,hi
7614,hoihai,hi
7615,karke,hi
7617,feli,en
7620,yaha,hi
7622,bhooto,hi
7627,vidai,hi
7630,sher,hi
7631,arz,hi
7637,khub,hi
7638,dekhi,hi
7640,shakal,hi
7641,chal,hi
7650,ehsaas,hi
7651,hote,hi
7656,ik,hi
7657,dhandha,hi
7661,yashrajkarnwal,hi
7662,meenay,hi
7663,tm,hi
7665,dekhti,hi
7669,gangaajal,hi
7672,prakash,hi
7673,jha,hi
7675,nitinmahalwal,en
7679,walo,hi
7681,bacho,hi
7683,afwaho,hi
7690,aag,hi
7691,lagane,hi
7693,jatreservation,en
7694,desidime,en
7697,become,en
7700,raah,hi
7702,satenderhooda,hi
7713,jee,hi
7717,very,en
7723,shubhkamna,hi
7724,shree,en
7725,somnath,en
7734,karpur,hi
7735,gauram,hi
7736,karunavtaaram,hi
7737,sansar,hi
7746,bodybuider,en
7747,khamkar,hi
7749,govind,en
7752,mitra,hi
7757,daarubaazmehta,hi
7764,giving,en
7765,salaries,hi
7767,nonexisting,en
7768,persons,en
7770,celebration,en
7774,naa,hi
7775,humhainnaasony,hi
7776,sonytv,en
7777,kanwardhillon,en
7783,centre,en
7785,readily,en
7786,provide,en
7791,justicearnab,en
7798,augusta,en
7799,case,en
7802,talking,en
7818,ranaut,en
7819,dropped,en
7822,mails,en
7824,hrithik,en
7825,explained,en
7826,quantum,en
7827,computing,en
7829,audience,en
7835,explain,en
7836,escape,en
7837,velocity,en
7842,shivaay,hi
7843,such,en
7845,joyous,en
7851,power,en
7852,projects,en
7855,alwys,en
7858,humanity,en
7860,krta,hi
7861,rhega,hi
7872,sabhi,hi
7875,future,en
7877,mubarak,hi
7879,heeripeeri,en
7880,thts,en
7884,nothing,en
7888,arrogant,en
7889,bengalis,en
7890,cry,en
7892,sudhu,hi
7899,dhrubo,en
7900,single,en
7903,itzbhaskar,hi
7904,panche,hi
7905,pakka,hi
7907,aythe,en
7908,navy,en
7909,blue,en
7910,zip,en
7911,t,en
7912,shirt,en
7914,truly,en
7915,tragic,en
7917,battered,en
7918,diplomatically,en
7920,chestsize,en
7921,vibe,en
7923,ineffective,en
7924,http,en
7925,mahakaleshwar,hi
7930,jyotirlingas,en
7938,opening,en
7947,matlb,en
7948,crayons,en
7952,channel,en
7964,kahta,hi
7968,bad,hi
7970,chor,hi
7972,typodhish,en
7974,brid,en
7977,dusra,hi
7979,animal,en
7981,mix,hi
7983,jitni,hi
7984,awaaz,hi
7985,humnein,en
7986,nationalanthem,en
7987,gaate,hi
7988,hue,hi
7993,worldcup,en
7994,jeetne,hi
8000,chup,hi
8003,darja,hi
8004,saadgi,hi
8009,shikayat,hi
8018,yogeshwar,hi
8020,milkha,hi
8021,removal,en
8023,olympics,en
8024,goodwill,en
8026,nice,en
8034,haapyyy,en
8035,aniversry,en
8036,mahi,hi
8037,sunil,en
8038,gavaskar,en
8040,head,en
8041,does,en
8043,mean,en
8045,return,en
8048,sachin,en
8049,tendulkar,hi
8054,dosa,hi
8056,idli,en
8057,parcel,en
8059,onion,en
8060,uptappa,en
8061,plate,en
8062,vada,hi
8063,breaking,en
8071,hr,hi
8073,bohut,hi
8074,strict,en
8084,government,en
8085,claim,en
8086,fails,en
8088,tuned,en
8089,watching,en
8090,rsmma,en
8091,where,en
8092,mirchimumbai,en
8093,gives,en
8095,salaam,hi
8096,aweesome,en
8097,host,en
8098,sonunigam,en
8099,staytuned,en
8103,chaturdashi,hi
8105,calendar,en
8107,maagha,hi
8110,amavasyaant,en
8111,month,en
8112,calculation,en
8113,nirmalogy,en
8116,dheeron,hi
8117,subhkamnayein,hi
8122,happiest,en
8124,built,en
8126,chola,hi
8133,badlte,hi
8134,rahiye,hi
8135,mattcutts,en
8136,telford,en
8138,sting,en
8139,market,en
8140,drayton,en
8141,shropshirestar,en
8142,comtelford,en
8143,hornets,en
8144,sti,en
8146,tumlog,en
8147,jet,en
8148,airways,hi
8150,baithte,hi
8152,kyon,hi
8156,bring,en
8157,kingfisherairlines,en
8158,thevijaymallya,en
8159,hafizsaeedjud,hi
8160,miya,hi
8161,thodi,hi
8162,bakar,hi
8163,baloch,hi
8164,terrorism,en
8173,delhipolice,en
8174,roit,en
8175,control,en
8176,vehicle,en
8179,raisingday,en
8180,parade,hi
8184,rain,en
8185,thats,en
8186,crying,en
8189,said,en
8195,your,en
8196,questions,en
8200,hashtag,hi
8201,get,en
8202,answers,en
8204,min,en
8206,sureshpprabh,hi
8208,challakutty,en
8209,eyes,en
8213,sharif,hi
8214,miyan,hi
8215,kaise,hi
8219,zinda,hi
8220,hoon,hi
8222,dekhne,hi
8230,katha,hi
8231,aevam,hi
8232,vidhi,hi
8233,nowplaying,en
8237,savari,hi
8238,jaimin,en
8239,soni,en
8240,ok,en
8241,feeelings,en
8250,mainbhiengineer,hi
8253,milkar,hi
8254,attention,en
8255,pane,hi
8260,troll,en
8270,transaction,en
8274,derasachasauda,hi
8278,krke,hi
8279,aay,hi
8282,jiv,en
8283,aashirvad,en
8289,jay,hi
8292,ble,hi
8293,msgmission,en
8296,juti,hi
8297,thle,hi
8298,mrbollywoodsk,en
8299,iamrangil,en
8302,lene,hi
8310,dia,hi
8312,fair,en
8314,sharing,en
8315,dhamaar,hi
8317,raag,hi
8318,adana,hi
8322,ustad,en
8323,wasifuddin,en
8324,dagar,hi
8326,astrologer,en
8327,sivalpuri,en
8328,thanthi,hi
8329,tv,en
8330,tamiltwin,en
8331,obnoxiousravan,en
8332,wahi,hi
8333,chall,hi
8336,brother,en
8340,cheapest,en
8345,hike,en
8347,ibnlive,en
8351,witness,en
8352,iron,en
8353,fist,en
8355,pokhran,en
8358,thar,hi
8359,desert,en
8361,rashtrapati,en
8363,rashtrapatibhvn,en
8365,sagarikaghose,hi
8366,guffaw,en
8373,laugh,en
8375,anyone,en
8377,saffron,en
8378,zone,en
8382,deshobhaa,hi
8386,g,en
8389,fashion,en
8394,automobile,en
8396,interior,en
8398,exterior,en
8399,decorator,en
8401,landscape,en
8402,designer,en
8403,superherobrr,en
8405,ganganpatey,en
8413,us,en
8416,done,en
8417,mohamed,en
8418,shami,hi
8422,ziada,hi
8423,ignore,en
8425,sakti,hi
8426,hun,hi
8430,mojood,en
8434,shak,hi
8435,hjaega,hi
8437,sanskrit,en
8438,word,en
8439,comes,en
8442,rudram,en
8444,taittiriya,hi
8445,samhita,hi
8450,pitaji,hi
8457,need,en
8458,blessingsofmsg,en
8462,tamam,hi
8463,brothery,en
8467,lkh,hi
8472,rahulroushan,en
8473,cnnnews,en
8476,strt,en
8477,kijiye,hi
8481,sarkar,hi
8484,manisha,hi
8486,aapke,hi
8487,zivan,hi
8491,khusiya,hi
8495,usne,hi
8502,apply,en
8513,bloodvampire,en
8515,insanhoney,en
8516,bdayofmsgwithmsg,en
8519,pass,hi
8520,rkh,hi
8523,suna,hi
8525,bin,hi
8526,mange,en
8527,wish,en
8529,krty,hi
8533,stupendousaf,en
8536,umar,hi
8539,trust,en
8540,issues,en
8543,anuskha,hi
8546,lucky,en
8550,high,en
8551,court,en
8552,grants,en
8558,profit,en
8559,booking,en
8561,titagarh,en
8562,wagons,en
8563,texmaco,en
8565,gateway,en
8566,distriparks,en
8567,stone,en
8569,nirman,en
8571,revelation,en
8572,drama,en
8573,amid,en
8575,colors,en
8576,sasural,hi
8577,simar,hi
8579,sskoncolors,en
8585,sath,hi
8586,thoda,hi
8587,zayada,hi
8588,wishing,en
8592,nath,hi
8594,badhaiya,hi
8598,chakka,hi
8601,allah,en
8602,pura,hi
8605,chakkon,hi
8608,kitne,hi
8609,chakke,hi
8610,chahiyen,hi
8611,bhaisahab,hi
8616,express,en
8618,emotions,en
8622,criticize,en
8623,donttagmeabhakt,hi
8625,poetry,en
8629,khair,hi
8631,somnathbharti,hi
8635,forget,en
8639,tips,en
8646,reason,en
8648,reach,en
8650,semi,en
8652,nishiddho,hi
8653,premer,en
8654,golpo,en
8661,tareef,hi
8663,apko,hi
8666,deta,hi
8667,let,en
8674,expert,en
8675,dont,en
8676,sound,en
8677,pompous,en
8679,bwoyblunder,en
8681,views,en
8682,counting,en
8687,caght,en
8688,offguard,en
8690,antinational,en
